snapshot_date,mpn,manufacturer,category,source,lead_time_weeks,lifecycle_status,stock,unit_price,match_type,matched_mpn,dk_part_number,products_count,exact_match_count,collected_at,dk_manufacturer,dk_manufacturer_id,dk_category,dk_subcategory,dk_category_id,series,base_product,description,product_status_id,normally_stocking,discontinued,end_of_life,ncnr,back_order_not_allowed,date_last_buy_chance,quantity_available,manufacturer_public_quantity,lead_time_weeks_raw,moq,standard_package,packaging,variation_count,tariff_active,marketplace,qty_available_for_package,max_qty_for_distribution,digireel_fee,dk_unit_price,price_break_count,min_break_qty,unit_price_min_break,max_break_qty,unit_price_max_break,rohs_status,reach_status,moisture_sensitivity_level,export_control_class,htsus_code,package_case,mounting_type,parameter_count
2026-08-15,DEV-13975,SparkFun,DSPs - Digital Signal Processors,digikey,12,Active,363,22.5,contains,13975,1568-13975-ND,1,0,2026-08-15T20:26:13+00:00,SparkFun Electronics,1568,"Development Boards, Kits, Programmers",Evaluation Boards,33,AVR® ATmega,ATMEGA328,REDBOARD ATMEGA328 EVAL BRD,0,1,0,0,0,0,,363,0,12,1,0,Box,1,0,0,363,0,0.0,22.5,1,1,22.5,1,22.5,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8471.50.0150,,Fixed,6
2026-08-15,MIKROE-671,mikroElektronika,DSPs - Digital Signal Processors,digikey,4,Active,2,22.0,exact,MIKROE-671,1471-1259-ND,4,1,2026-08-15T20:26:15+00:00,MikroElektronika,1471,"Development Boards, Kits, Programmers",Evaluation Boards,33,AVR®,,MINI-AT ATMEGA328 EVAL BRD,0,1,0,0,0,0,,2,0,4,1,1,Bulk,1,1,0,2,999999999,0.0,22.0,1,1,22.0,1,22.0,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8471.80.9000,,Fixed,6
2026-08-15,MIKROE-1581,mikroElektronika,Uncategorized,digikey,4,Active,69,9.0,exact,MIKROE-1581,1471-1341-ND,1,1,2026-08-15T20:26:16+00:00,MikroElektronika,1471,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,BOARD ARDUINO UNO CLICK SHIELD,0,1,0,0,0,0,,69,0,4,1,0,Bulk,1,1,0,69,0,0.0,9.0,1,1,9.0,1,9.0,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8473.30.1180,,,5
2026-08-15,2010,Adafruit Industries,DSPs - Digital Signal Processors,digikey,3,Active,7650,0.1,exact,2010,3720-2010-ND,90592,5,2026-08-15T20:26:17+00:00,Heyco Products Corporation,3720,"Cables, Wires - Management","Bushings, Grommets",23,,,"BUSHING 0.190"" PA66 BLACK",0,1,0,0,0,0,,7650,0,3,1,12500,Bulk,1,0,0,7650,999999999,0.0,0.1,9,1,0.1,2500,0.04274,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,3926.90.9989,,,9
2026-08-15,DC2026B,Analog Devices,Uncategorized,digikey,16,Obsolete,0,75.87,exact,DC2026B,DC2026B-ND,2,1,2026-08-15T20:26:19+00:00,Analog Devices Inc.,505,"Development Boards, Kits, Programmers",Evaluation Boards,33,,ATMEGA328,LINDUINO ONE LT3973/LTM2884 BRD,1,0,0,0,0,0,,0,0,16,1,1,Box,1,1,0,0,999999999,0.0,75.87,1,1,75.87,1,75.87,Unknown,REACH Unknown,1  (Unlimited),EAR99,8473.30.1180,,Fixed,6
2026-08-15,VM800P50A-BK,BridgeTek,"LCD, OLED, Graphic Displays",digikey,29,Obsolete,0,,exact,VM800P50A-BK,768-1222-ND,1,1,2026-08-15T20:26:20+00:00,Bridgetek Pte Ltd.,2005,Optoelectronics,"LCD, OLED, Graphic",7,VM800P,VM800P50,"GRAPHIC DISPLAY TFT RGB 5""",1,0,0,0,0,0,,0,0,29,0,1,Box,1,1,0,0,999999999,0.0,0.0,0,,,,,RoHS Compliant,REACH Unaffected,1  (Unlimited),EAR99,8524.91.1000,,,11
2026-08-15,DEV-15164,SparkFun,Uncategorized,digikey,12,Active,115,19.95,contains,15164,1568-15164-ND,1,0,2026-08-15T20:26:21+00:00,SparkFun Electronics,1568,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,QWIIC OPENLOG,0,1,0,0,0,0,,115,0,12,1,0,Bulk,1,0,0,115,0,0.0,19.95,1,1,19.95,1,19.95,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8473.30.1180,,,5
2026-08-15,DEV-15123,SparkFun,DSPs - Digital Signal Processors,digikey,12,Active,121,21.95,contains,15123,1568-15123-ND,1,0,2026-08-15T20:26:22+00:00,SparkFun Electronics,1568,"Development Boards, Kits, Programmers",Evaluation Boards,33,AVR® ATmega,ATMEGA328,REDBOARD QWIIC ATMEGA328 BRD,0,1,0,0,0,0,,121,0,12,1,0,Bulk,1,0,0,121,0,0.0,21.95,1,1,21.95,1,21.95,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8471.50.0150,,Fixed,6
2026-08-15,WIG-11888,SparkFun,DSPs - Digital Signal Processors,digikey,12,Obsolete,0,,contains,11888,1568-11888-ND,1,0,2026-08-15T20:26:23+00:00,SparkFun Electronics,1568,"Development Boards, Kits, Programmers",Evaluation Boards,33,AVR® ATmega,,PICOBOARD ATMEGA328 EVAL BRD,1,0,0,0,0,0,,0,0,12,0,1,Bulk,1,0,0,0,999999999,0.0,0.0,0,,,,,ROHS3 Compliant,REACH Unknown,1  (Unlimited),EAR99,8471.50.0150,,Fixed,6
2026-08-15,DEV-11113,SparkFun,DSPs - Digital Signal Processors,digikey,12,Active,1007,11.25,contains,11113,1568-11113-ND,1,0,2026-08-15T20:26:25+00:00,SparkFun Electronics,1568,"Development Boards, Kits, Programmers",Evaluation Boards,33,AVR® ATmega,,ARDUINO PRO MINI 328 5V/16MHZ,0,1,0,0,0,0,,1007,0,12,1,0,Bulk,1,0,0,1007,0,0.0,11.25,1,1,11.25,1,11.25,ROHS3 Compliant,REACH not applicable,1  (Unlimited),EAR99,8471.50.0150,,Fixed,6
2026-08-15,NERO-NP1,BridgeTek,Embedded Processors and Controllers,digikey,29,Obsolete,0,,exact,NERO-NP1,768-1267-ND,1,1,2026-08-15T20:26:26+00:00,Bridgetek Pte Ltd.,2005,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,NERO ARDUINO UNO W/ SPARE PINS,1,0,0,0,0,0,,0,0,29,0,1,Box,1,1,0,0,999999999,0.0,0.0,0,,,,,RoHS Compliant,REACH Unaffected,1  (Unlimited),EAR99,8473.30.1180,,Fixed,6
2026-08-15,DFR0296,DFRobot,DSPs - Digital Signal Processors,digikey,9,Active,1,24.9,exact,DFR0296,1738-1017-ND,1,1,2026-08-15T20:26:27+00:00,DFRobot,1738,"Development Boards, Kits, Programmers",Evaluation Boards,33,AVR® ATmega,,BLUNO NANO ATMEGA328 EVAL BRD,0,1,0,0,0,0,,1,0,9,1,1,Bulk,1,1,0,1,999999999,0.0,24.9,1,1,24.9,1,24.9,Not Applicable,REACH Unknown,1  (Unlimited),EAR99,8473.30.1180,,Fixed,6
2026-08-15,DC2026B-KIT,Analog Devices,Uncategorized,digikey,16,Obsolete,0,124.74,exact,DC2026B-KIT,DC2026B-KIT-ND,1,1,2026-08-15T20:26:28+00:00,Analog Devices Inc.,505,"Development Boards, Kits, Programmers",Evaluation Boards,33,,ATMEGA328,LINDUINO ONE LT3973/LTM2884 KIT,1,0,0,0,0,0,,0,0,16,1,1,Box,1,1,0,0,999999999,0.0,124.74,1,1,124.74,1,124.74,Unknown,REACH Unknown,1  (Unlimited),EAR99,8473.30.1180,,Fixed,6
2026-08-15,DC2026C,Analog Devices,DSPs - Digital Signal Processors,digikey,10,Active,297,120.89,exact,DC2026C,505-DC2026C-ND,2,1,2026-08-15T20:26:29+00:00,Analog Devices Inc.,505,"Development Boards, Kits, Programmers",Evaluation Boards,33,,ADP1034,LINDUINO ONE LT3973/LTM2884 BRD,0,1,0,0,0,0,,297,0,10,1,0,Box,1,0,0,297,0,0.0,120.89,1,1,120.89,1,120.89,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8543.70.9860,,Fixed,6
2026-08-15,DFR0162,DFRobot,DSPs - Digital Signal Processors,digikey,9,Active,1,19.9,exact,DFR0162,1738-1146-ND,1,1,2026-08-15T20:26:30+00:00,DFRobot,1738,"Development Boards, Kits, Programmers",Evaluation Boards,33,AVR®,,XBOARD ATMEGA328 EVAL BRD,0,1,0,0,0,0,,1,0,9,1,1,Bulk,1,1,0,1,999999999,0.0,19.9,1,1,19.9,1,19.9,ROHS3 Compliant,REACH Unknown,1  (Unlimited),EAR99,8473.30.1180,,Fixed,6
2026-08-15,3046,Adafruit Industries,NFC / RFID Components,digikey,11,Active,1390,0.75,exact,3046,36-3046-ND,4280,4,2026-08-15T20:26:32+00:00,Keystone Electronics,36,Battery Products,"Battery Holders, Clips, Contacts",6,,,BATTERY HOLDER COIN 30MM SMD,0,1,0,0,0,0,,1390,0,11,1,100,Bulk,1,0,0,1390,999999999,0.0,0.75,8,1,0.75,5000,0.37625,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8536.69.8000,,"PCB, Surface Mount",10
2026-08-15,2821,Adafruit Industries,NFC / RFID Components,digikey,3,Active,17577,0.16,exact,2821,3720-2821-ND,11868,5,2026-08-15T20:26:33+00:00,Heyco Products Corporation,3720,"Cables, Wires - Management","Bushings, Grommets",23,,,"BUSHING 0.380"" PA66 WHITE",0,1,0,0,0,0,,17577,0,3,1,20000,Bulk,1,0,0,17577,999999999,0.0,0.16,9,1,0.16,2500,0.08965,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,3926.90.9989,,,9
2026-08-15,MOD-WIFI-ESP8266-DEV,Olimex,NFC / RFID Components,digikey,5,Active,104,3.93,exact,MOD-WIFI-ESP8266-DEV,1188-1154-ND,1,1,2026-08-15T20:26:34+00:00,Olimex LTD,1188,"Development Boards, Kits, Programmers",Evaluation Boards,33,,MOD-WIFI,EVAL BOARD FOR ESP8266,0,1,0,0,0,0,,104,0,5,1,1,Box,1,0,0,104,999999999,0.0,3.93,1,1,3.93,1,3.93,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),5A992C,8517.62.0090,,,5
2026-08-15,ESP8266-EVB,Olimex,NFC / RFID Components,digikey,5,Active,3,5.75,exact,ESP8266-EVB,1188-1138-ND,3,1,2026-08-15T20:26:36+00:00,Olimex LTD,1188,"Development Boards, Kits, Programmers",Evaluation Boards,33,,ESP8266,EVAL BOARD SOC ESP8266,0,1,0,0,0,0,,3,0,5,1,1,Box,1,1,0,3,999999999,0.0,5.75,1,1,5.75,1,5.75,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),5A992C,8517.62.0090,,,5
2026-08-15,ESP8266-DEVKITS,Espressif Systems,NFC / RFID Components,digikey,8,Active,221,8.5,exact,ESP8266-DEVKITS,1965-ESP8266-DEVKITS-ND,1,1,2026-08-15T20:26:38+00:00,Espressif Systems,1904,"Development Boards, Kits, Programmers","Programmers, Emulators, and Debuggers",33,,ESP8266,ESP8266 WROOM FLASHING BOARD,0,1,0,0,0,0,,221,0,8,1,588,Box,1,1,0,221,999999999,0.0,8.5,1,1,8.5,1,8.5,Not Applicable,REACH Unaffected,1  (Unlimited),5A992C,8517.62.0090,,,3
2026-08-15,ESP8266-DEVKITC-02U-F,Espressif Systems,NFC / RFID Components,digikey,8,Active,113,8.0,exact,ESP8266-DEVKITC-02U-F,1965-1002-ND,1,1,2026-08-15T20:26:39+00:00,Espressif Systems,1904,"Development Boards, Kits, Programmers",Evaluation Boards,33,,ESP8266,ESP-WROOM-02U EVAL BOARD,0,1,0,0,0,0,,113,0,8,1,240,Box,1,1,0,113,999999999,0.0,8.0,1,1,8.0,1,8.0,RoHS Compliant,REACH Unaffected,1  (Unlimited),5A992C,8517.62.0090,,,5
2026-08-15,MOD-WIFI-ESP8266,Olimex,RF Transceiver Modules and Modems,digikey,5,Active,50,4.01,exact,MOD-WIFI-ESP8266,1188-1153-ND,3,1,2026-08-15T20:26:41+00:00,Olimex LTD,1188,RF and Wireless,RF Transceiver Modules and Modems,37,,MOD-WIFI,RF TXRX MOD WIFI THTHROUGH HOLE,0,1,0,0,0,0,,50,0,5,1,1,Bulk,1,1,0,50,999999999,0.0,4.01,1,1,4.01,1,4.01,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),5A992C,8517.62.0090,Module,Through Hole,18
2026-08-15,3591,Adafruit Industries,NFC / RFID Components,digikey,4,Active,175,20.95,exact,3591,1528-2514-ND,2719,4,2026-08-15T20:26:43+00:00,Adafruit Industries LLC,1528,"Development Boards, Kits, Programmers",Evaluation Boards,33,Huzzah32,,HUZZAH32 ESP32 FEATHER MALE HDR,0,1,0,0,0,0,,175,0,4,1,0,Bulk,1,0,0,175,0,0.0,20.95,1,1,20.95,1,20.95,ROHS3 Compliant,REACH not applicable,1  (Unlimited),5A992C,8517.62.0090,,,5
2026-08-15,WRL-13231,SparkFun,NFC / RFID Components,digikey,12,Active,2,19.95,contains,13231,1568-13231-ND,1,0,2026-08-15T20:26:46+00:00,SparkFun Electronics,1568,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,ESP8266 THING,0,1,0,0,0,0,,2,0,12,1,1,Bulk,1,0,0,2,999999999,0.0,19.95,1,1,19.95,1,19.95,Unknown,REACH not applicable,1  (Unlimited),5A992C,8517.62.0090,,,5
2026-08-15,WRL-13711,SparkFun,NFC / RFID Components,digikey,12,Active,1,19.95,contains,13711,1568-13711-ND,1,0,2026-08-15T20:26:47+00:00,SparkFun Electronics,1568,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,ESP8266 THING DEV BOARD,0,1,0,0,0,0,,1,0,12,1,1,Bulk,1,0,0,1,999999999,0.0,19.95,1,1,19.95,1,19.95,Unknown,REACH Unaffected,1  (Unlimited),5A992C,8471.50.0150,,,5
2026-08-15,KIT-15258,SparkFun,Uncategorized,digikey,12,Obsolete,0,,contains,15258,1568-15258-ND,1,0,2026-08-15T20:26:49+00:00,SparkFun Electronics,1568,"Maker/DIY, Educational",Educational Kits,47,,,ESP8266 THING STARTER KIT,1,0,0,0,0,0,,0,0,12,0,1,Bulk,1,0,0,0,999999999,0.0,0.0,0,,,,,Unknown,REACH Unaffected,1  (Unlimited),5A992C,8473.30.1180,,,6
2026-08-15,WRL-13804,SparkFun,NFC / RFID Components,digikey,12,Obsolete,0,,contains,13804,1568-13804-ND,1,0,2026-08-15T20:26:50+00:00,SparkFun Electronics,1568,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,ESP8266 THING DEV BOARD W/HEADER,1,0,0,0,0,0,,0,0,12,0,1,Bulk,1,0,0,0,999999999,0.0,0.0,0,,,,,ROHS3 Compliant,REACH not applicable,1  (Unlimited),5A992C,8517.62.0090,,,5
2026-08-15,WRL-13287,SparkFun,RF Semiconductors and Devices,digikey,12,Active,1,19.5,contains,13287,1568-13287-ND,1,0,2026-08-15T20:26:51+00:00,SparkFun Electronics,1568,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,WIFI SHIELD - ESP8266,0,1,0,0,0,0,,1,0,12,1,1,Bulk,1,0,0,1,999999999,0.0,19.5,1,1,19.5,1,19.5,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),5A992C,8517.62.0090,,,5
2026-08-15,SK-4DUINO-24,4D Systems,DSPs - Digital Signal Processors,digikey,6,Obsolete,0,,exact,SK-4DUINO-24,1613-1368-ND,1,1,2026-08-15T20:26:52+00:00,4D Systems Pty Ltd,1613,"Development Boards, Kits, Programmers",Evaluation Boards,33,,SK-4,4DUINO ATMEGA32U4/ESP8266/PICASO,1,0,0,0,0,0,,0,0,6,0,1,Bulk,1,1,0,0,999999999,0.0,0.0,0,,,,,ROHS3 Compliant,REACH Unaffected,Not Applicable,5A992C            SC,8473.30.1180,,Fixed,6
2026-08-15,ESP8266-DEVKITC-02D-F,Espressif Systems,NFC / RFID Components,digikey,8,Obsolete,0,,exact,ESP8266-DEVKITC-02D-F,1965-1001-ND,1,1,2026-08-15T20:26:53+00:00,Espressif Systems,1904,"Development Boards, Kits, Programmers",Evaluation Boards,33,,ESP8266,ESP-WROOM-02D EVAL BOARD,1,0,0,0,0,0,,0,0,8,0,240,Box,1,1,0,0,999999999,0.0,0.0,0,,,,,RoHS Compliant,REACH Unaffected,1  (Unlimited),5A992C,8517.62.0090,,,5
2026-08-15,83-16992,Seeed Studio,Uncategorized,digikey,10,Active,0,16.99,fuzzy,UTPSP1MBLY,UTPSP1MBLY-ND,1,0,2026-08-15T20:26:54+00:00,Panduit Corp,298,Cable Assemblies,"Modular/Ethernet Cables (RJ45, RJ11)",21,TX6™ PLUS,UTPSP1,"COPPER PATCH CORD, CAT 6, BLACK",0,0,0,0,0,0,,0,0,10,10,1,Bulk,1,0,0,0,999999999,0.0,16.99,1,10,16.99,10,16.99,ROHS3 Compliant,REACH Unaffected,Not Applicable,EAR99,8544.42.2000,,Free Hanging (In-Line),9
2026-08-15,317060016,Seeed Studio,RF Transceiver Modules and Modems,digikey,4,Active,147,7.9,exact,317060016,1597-1145-ND,1,1,2026-08-15T20:26:56+00:00,"Seeed Technology Co., Ltd",1597,RF and Wireless,RF Transceiver Modules and Modems,37,,317060,RF TXRX MOD WIFI THTHROUGH HOLE,0,1,0,0,0,0,,147,0,4,1,1,Bulk,1,1,0,147,999999999,0.0,7.9,1,1,7.9,1,7.9,RoHS Compliant,REACH Unknown,1  (Unlimited),5A992C,8473.30.1180,Module,Through Hole,18
2026-08-15,ESP-LAUNCHER,Espressif Systems,NFC / RFID Components,digikey,8,Active,97,20.0,exact,ESP-LAUNCHER,1904-1012-ND,1,1,2026-08-15T20:26:57+00:00,Espressif Systems,1904,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,EVAL BOARD FOR ESP8266EX,0,1,0,0,0,0,,97,0,8,1,120,Bulk,1,1,0,97,999999999,0.0,20.0,1,1,20.0,1,20.0,RoHS non-compliant,REACH Unaffected,1  (Unlimited),5A992C,8517.62.0090,,,5
2026-08-15,102110057,Seeed Studio,NFC / RFID Components,digikey,4,Active,0,12.90007,exact,102110057,1597-1378-ND,1,1,2026-08-15T20:26:58+00:00,"Seeed Technology Co., Ltd",1597,"Development Boards, Kits, Programmers",Evaluation Boards,33,Wio,,WIO NODE,0,0,0,0,0,0,,0,0,4,1000,1,Bulk,1,1,0,0,999999999,0.0,12.90007,1,1000,12.90007,1000,12.90007,Not Applicable,REACH Unknown,1  (Unlimited),5A992C            SC,8517.62.0090,,,5
2026-08-15,102110037,Seeed Studio,NFC / RFID Components,digikey,37,Active,0,15.40004,exact,102110037,1597-1362-ND,1,1,2026-08-15T20:26:59+00:00,"Seeed Technology Co., Ltd",1597,"Development Boards, Kits, Programmers",Evaluation Boards,33,Wio,,WIO LINK,0,0,0,0,0,0,,0,0,37,1000,1,Bulk,1,1,0,0,999999999,0.0,15.40004,1,1000,15.40004,1000,15.40004,RoHS Compliant,REACH Unknown,1  (Unlimited),5A992C            SC,8473.30.1180,,,5
2026-08-15,ESP8266-EVB-BAT-BOX,Olimex,NFC / RFID Components,digikey,5,Active,0,15.71,exact,ESP8266-EVB-BAT-BOX,ESP8266-EVB-BAT-BOX-ND,1,1,2026-08-15T20:27:00+00:00,Olimex LTD,1188,"Development Boards, Kits, Programmers",Evaluation Boards,33,,ESP8266,"I2C,SPI,SDIO SERIAL INTERFACES A",0,0,0,0,0,0,,0,0,5,1,1,Bulk,1,1,0,0,999999999,0.0,15.71,1,1,15.71,1,15.71,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),5A992C            SC,8517.62.0090,,,5
2026-08-15,ESP8266-EVB-BAT,Olimex,NFC / RFID Components,digikey,5,Active,0,10.45,exact,ESP8266-EVB-BAT,ESP8266-EVB-BAT-ND,2,1,2026-08-15T20:27:01+00:00,Olimex LTD,1188,"Development Boards, Kits, Programmers",Evaluation Boards,33,,ESP8266,ESP8266 EVAL BOARD W/LI-PO CHARG,0,0,0,0,0,0,,0,0,5,1,1,Bulk,1,1,0,0,999999999,0.0,10.45,1,1,10.45,1,10.45,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),5A002A1,8473.30.1180,,,5
2026-08-15,110020051,Seeed Studio,Uncategorized,digikey,40,Active,0,53.90012,exact,110020051,110020051-ND,1,1,2026-08-15T20:27:03+00:00,"Seeed Technology Co., Ltd",1597,"Maker/DIY, Educational",Educational Kits,47,Wio,,WIO LINK STARTER KIT W/GROVE,0,0,0,0,0,0,,0,0,40,10000,1,Bulk,1,0,0,0,999999999,0.0,53.90012,1,10000,53.90012,10000,53.90012,RoHS Compliant,REACH Unknown,1  (Unlimited),5A002A1,8473.30.1180,,,6
2026-08-15,ESP8266,Espressif Systems,RF Transceiver Modules and Modems,digikey,6,Not For New Designs,5256,1.60001,contains,ESP8266EX,1904-1001-1-ND,133,0,2026-08-15T20:27:04+00:00,Espressif Systems,1904,RF and Wireless,RF Transceiver ICs,37,,ESP8266,IC RF TXRX+MCU WIFI 32QFN,7,1,0,0,0,0,,5256,0,6,1,1,Cut Tape (CT),3,1,0,5256,999999999,0.0,1.6,1,1,1.6,1,1.6,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),5A992C,8542.39.0010,32-VFQFN Exposed Pad,Surface Mount,18
2026-08-15,102991024,Seeed Studio,NFC / RFID Components,digikey,4,Active,0,115.5,exact,102991024,102991024-ND,1,1,2026-08-15T20:27:05+00:00,"Seeed Technology Co., Ltd",1597,"Development Boards, Kits, Programmers",Evaluation Boards,33,Wio,,WIO LTE JP VERSION V1.3 4G CAT.1,0,0,0,0,0,0,,0,0,4,500,1,Bulk,1,0,0,0,999999999,0.0,115.5,1,500,115.5,500,115.5,Unknown,REACH Unknown,1  (Unlimited),5A992C            SC,8517.62.0090,,,5
2026-08-15,102991310,Seeed Studio,NFC / RFID Components,digikey,32,Discontinued at DigiKey,0,,exact,102991310,1597-102991310-ND,1,1,2026-08-15T20:27:06+00:00,"Seeed Technology Co., Ltd",1597,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,WIO LITE RISC-V (GD32VF103) - WI,2,0,0,0,0,1,,0,0,32,0,1,Bulk,1,1,0,0,999999999,0.0,0.0,0,,,,,ROHS3 Compliant,REACH Unknown,1  (Unlimited),5A992C            SC,8473.30.1180,,,5
2026-08-15,113990234,Seeed Studio,NFC / RFID Components,digikey,4,Active,0,7.10003,exact,113990234,1597-113990234-ND,1,1,2026-08-15T20:27:08+00:00,"Seeed Technology Co., Ltd",1597,"Development Boards, Kits, Programmers",Evaluation Boards,33,Wio,,TXRX ESP8266 MOD WIFI TRACE ANT,0,0,0,0,0,0,,0,0,4,650,1,Box,1,1,0,0,999999999,0.0,7.10003,1,650,7.10003,650,7.10003,Unknown,REACH Unknown,1  (Unlimited),5A992C            SC,8517.62.0090,,,5
2026-08-15,110020050,Seeed Studio,Uncategorized,digikey,5,Active,0,5.77,contains,035110020050,2160-035110020050-ND,2,0,2026-08-15T20:27:10+00:00,"Murrplastik Systems, Inc.",2160,Industrial Automation and Controls,Industrial Automation Accessories,34,*,,UT 35.1-D 100 RK200,0,0,0,0,0,0,,0,0,5,1,1,Bulk,1,0,0,0,999999999,0.0,5.77,1,1,5.77,1,5.77,Unknown,REACH Unknown,,,,,,0
2026-08-15,2491,Adafruit Industries,RF Transceiver Modules and Modems,digikey,3,Active,14336,0.11,exact,2491,3720-2491-ND,4356,5,2026-08-15T20:27:11+00:00,Heyco Products Corporation,3720,"Hardware, Fasteners, Accessories",Hole Plugs - Tapered Caps,26,Heyco®,,"HOLE PLUG 0.500"" NYLON BLACK",0,1,0,0,0,0,,14336,0,3,1,0,Bulk,1,0,0,14336,0,0.0,0.11,9,1,0.11,1000,0.05798,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,3926.90.9989,,,6
2026-08-15,3213,Adafruit Industries,NFC / RFID Components,digikey,3,Active,2307,1.57,exact,3213,3720-3213-ND,9476,5,2026-08-15T20:27:13+00:00,Heyco Products Corporation,3720,"Cables, Wires - Management",Cable and Cord Grips,23,,,CABLE GRIP 5.84-10.03MM PG11,0,1,0,0,0,0,,2307,0,3,1,0,Bulk,1,0,0,2307,0,0.0,1.57,9,1,1.57,3000,0.89213,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),EAR99,8547.20.0000,,,12
2026-08-15,32420S,Parallax,RF Transceiver Modules and Modems,digikey,18,Active,2,29.99,exact,32420S,32420S-ND,16,1,2026-08-15T20:27:16+00:00,Parallax Inc.,149,RF and Wireless,RF Transceiver Modules and Modems,37,,,RF TXRX MOD WIFI THROUGH HOLE,0,1,0,0,0,0,,2,0,18,1,1,Bulk,1,0,0,2,999999999,0.0,29.99,2,1,29.99,5,29.05,RoHS Compliant,REACH Unaffected,Not Applicable,EAR99,8517.62.0090,Module,Through Hole,18
2026-08-15,4065,Adafruit Industries,RF Transceiver Modules and Modems,digikey,4,Active,0,0.16713,exact,4065,3720-4065-ND,3408,3,2026-08-15T20:27:17+00:00,Heyco Products Corporation,3720,"Hardware, Fasteners, Accessories",Rivets,26,*,,SSRP-062 NATURAL,0,0,0,0,0,0,,0,0,4,1000,1000,Bulk,1,0,0,0,999999999,0.0,0.16713,1,1000,0.16713,1000,0.16713,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),,,,,0
2026-08-15,DFR0489,DFRobot,NFC / RFID Components,digikey,9,Active,5,7.5,exact,DFR0489,1738-1352-ND,1,1,2026-08-15T20:27:19+00:00,DFRobot,1738,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,FIREBEETLE ESP8266 IOT BOARD,0,1,0,0,0,0,,5,0,9,1,1,Bulk,1,1,0,5,999999999,0.0,7.5,1,1,7.5,1,7.5,ROHS3 Compliant,REACH Unknown,Not Applicable,5A992C            SC,8517.62.0090,,,5
2026-08-15,ESP-07S,RF Solutions,RF Transceiver Modules and Modems,digikey,12,Active,0,9.89,exact,ESP-07S,ESP-07S-ND,2,1,2026-08-15T20:27:20+00:00,RF Solutions,357,RF and Wireless,RF Transceiver Modules and Modems,37,,ESP-07,RF TXRX MOD WIFI PCB TRACE SMD,0,1,0,0,0,0,,0,0,12,1,0,Bag,1,1,0,0,0,0.0,9.89,7,1,9.89,1000,6.6258,ROHS3 Compliant,REACH Unaffected,Not Applicable,5A992C            SC,8517.62.0090,Module,Surface Mount,18
2026-08-15,ESP-12S,RF Solutions,RF Transceiver Modules and Modems,digikey,12,Active,8,9.85,exact,ESP-12S,ESP-12SRF-ND,9,1,2026-08-15T20:27:22+00:00,RF Solutions,357,RF and Wireless,RF Transceiver Modules and Modems,37,,ESP-12,RF TXRX MOD WIFI PCB TRACE SMD,0,1,0,0,0,0,,8,0,12,1,1,Bag,1,1,0,8,999999999,0.0,9.85,7,1,9.85,1000,6.59723,ROHS3 Compliant,REACH Unknown,Not Applicable,5A002A1,8517.62.0090,Module,Surface Mount,18
2026-08-15,TEL0118,DFRobot,Uncategorized,digikey,9,Active,0,11.86,exact,TEL0118,1738-1376-ND,2,1,2026-08-15T20:27:23+00:00,DFRobot,1738,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,GRAVITY: UART OBLOQ IOT MODULE (,0,0,0,0,0,0,,0,0,9,1,1,Bulk,1,1,0,0,999999999,0.0,11.86,1,1,11.86,1,11.86,ROHS3 Compliant,REACH Unknown,1  (Unlimited),5A992C            SC,8517.62.0090,,,5
